Province,Electoral District Name/Nom de circonscription,Electoral District Number,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Quebec/Québec","Rimouski-Neigette--Témiscouata--Les Basques","24056","Bertin Denis Conservative/Conservateur","Saint-Éloi, Que./Qc","/Producteur agricole",6218,14.6,,
"Quebec/Québec","Rimouski-Neigette--Témiscouata--Les Basques","24056","Pierre Cadieux Liberal/Libéral","Rimouski, Que./Qc","/Professeur",4101,9.6,,
"Quebec/Québec","Rimouski-Neigette--Témiscouata--Les Basques","24056","Clément Pelletier Green Party/Parti Vert","Rimouski, Que./Qc","/Professeur",867,2,,
"Quebec/Québec","Rivière-des-Mille-Îles","24057","Laurin Liu NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Pointe-Claire, Que./Qc","Étudiante/",25639,49.2,     10766,  20.7
"Quebec/Québec","Rivière-des-Mille-Îles","24057","Luc Desnoyers ** Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Parlementaire",14873,28.5,,
"Quebec/Québec","Rivière-des-Mille-Îles","24057","Denis Joannette Liberal/Libéral","Deux-Montagnes, Que./Qc","/Homme d'affaires",5300,10.2,,
"Quebec/Québec","Rivière-des-Mille-Îles","24057","Lucie Leblanc Conservative/Conservateur","Saint-Eustache, Que./Qc","Technicienne comptable/",5057,9.7,,
"Quebec/Québec","Rivière-des-Mille-Îles","24057","Gilles Bisson Green Party/Parti Vert","Deux-Montagnes, Que./Qc","/Enseignant",1229,2.4,,
"Quebec/Québec","Rivière-du-Nord","24059","Pierre Dionne Labelle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Hippolyte, Que./Qc","/Agent de développement communautaire",29603,55.3,     14498,  27.1
"Quebec/Québec","Rivière-du-Nord","24059","Monique Guay ** Bloc Québécois/Bloc Québécois","Prévost, Que./Qc","/Parlementaire",15105,28.2,,
"Quebec/Québec","Rivière-du-Nord","24059","Sylvain Charron Conservative/Conservateur","Sainte-Anne-des-Lacs, Que./Qc","Fiscalité/",4469,8.3,,
"Quebec/Québec","Rivière-du-Nord","24059","Jonathan Juteau Liberal/Libéral","Gatineau, Que./Qc","/Gestionnaire de projet",3400,6.3,,
"Quebec/Québec","Rivière-du-Nord","24059","René Piché Green Party/Parti Vert","Sainte-Sophie, Que./Qc","Livreur-boulanger/",972,1.8,,
"Quebec/Québec","Roberval--Lac-Saint-Jean","24060","Denis Lebel ** Conservative/Conservateur","Roberval, Que./Qc","/Parlementaire",18438,45.7,      7256,  18.0
"Quebec/Québec","Roberval--Lac-Saint-Jean","24060","Yvon Guay NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Félicien, Que./Qc","/Électricien",11182,27.7,,
"Quebec/Québec","Roberval--Lac-Saint-Jean","24060","Claude Pilote Bloc Québécois/Bloc Québécois","Roberval, Que./Qc","/Homme d'affaires",8577,21.2,,
"Quebec/Québec","Roberval--Lac-Saint-Jean","24060","Bernard Garneau Liberal/Libéral","Hamilton, Ont.","/Représentant",1615,4,,
"Quebec/Québec","Roberval--Lac-Saint-Jean","24060","Steeve Simard Green Party/Parti Vert","Alma, Que./Qc","/Enseignant",553,1.4,,
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Alexandre Boulerice NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Conseiller syndical",27484,51,      9782,  18.2
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Bernard Bigras ** Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Parlementaire",17702,32.8,,
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Kettly Beauregard Liberal/Libéral","Montréal, Que./Qc","/Gestionnaire",4920,9.1,,
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Sébastien Forté Conservative/Conservateur","Montréal, Que./Qc","/Enseignant",2328,4.3,,
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Sameer Muldeen Green Party/Parti Vert","Montréal, Que./Qc","/Administrateur",899,1.7,,
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Jean-Patrick Berthiaume Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Politicien",417,.8,,
"Quebec/Québec","Rosemont--La Petite-Patrie","24061","Stéphane Chénier Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Intervenant social",140,.3,,
"Quebec/Québec","Saint-Bruno--Saint-Hubert","24062","Djaouida Sellah NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Longueuil, Que./Qc","/Médecin",24361,44.6,      8977,  16.4
"Quebec/Québec","Saint-Bruno--Saint-Hubert","24062","Carole Lavallée ** Bloc Québécois/Bloc Québécois","Longueuil, Que./Qc","/Conseillère en communications",15384,28.2,,
"Quebec/Québec","Saint-Bruno--Saint-Hubert","24062","Michel Picard Liberal/Libéral","Saint-Bruno, Que./Qc","/Consultant",7423,13.6,,
"Quebec/Québec","Saint-Bruno--Saint-Hubert","24062","Nicole Charbonneau Barron Conservative/Conservateur","Saint-Bruno, Que./Qc","Mère de famille/",5887,10.8,,
"Quebec/Québec","Saint-Bruno--Saint-Hubert","24062","Germain Denoncourt Green Party/Parti Vert","Saint-Bruno-de-Montarville, Que./Qc","/Actuaire et enseignant",1523,2.8,,
"Quebec/Québec","Saint-Hyacinthe--Bagot","24063","Marie-Claude Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Hyacinthe, Que./Qc","Coordonnatrice/",26963,52.4,     14312,  27.8
"Quebec/Québec","Saint-Hyacinthe--Bagot","24063","Ève-Mary Thaï Thi Lac ** Bloc Québécois/Bloc Québécois","Rimouski, Que./Qc","/Parlementaire",12651,24.6,,
"Quebec/Québec","Saint-Hyacinthe--Bagot","24063","Jean-Guy Dagenais Conservative/Conservateur","Blainville, Que./Qc","/Policier retraité",8108,15.7,,
"Quebec/Québec","Saint-Hyacinthe--Bagot","24063","Denis Vallée Liberal/Libéral","Nicolet, Que./Qc","/Agriculteur",2784,5.4,,
"Quebec/Québec","Saint-Hyacinthe--Bagot","24063","Johany Beaudoin-Bussières Green Party/Parti Vert","Saint-Pie, Que./Qc","/Travailleuse en restauration",994,1.9,,
"Quebec/Québec","Saint-Jean","24064","Tarik Brahmi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Jean-sur-Richelieu, Que./Qc","/Intervieweur principal",24943,47.5,      8920,  17.0
"Quebec/Québec","Saint-Jean","24064","Claude Bachand ** Bloc Québécois/Bloc Québécois","Saint-Jean-sur-Richelieu, Que./Qc","/Parlementaire",16023,30.5,,
"Quebec/Québec","Saint-Jean","24064","Jean Thouin Conservative/Conservateur","Saint-Jean-sur-Richelieu, Que./Qc","/Gestionnaire",5603,10.7,,
"Quebec/Québec","Saint-Jean","24064","Robert David Liberal/Libéral","Montréal, Que./Qc","/Enseignant universitaire",4644,8.8,,
"Quebec/Québec","Saint-Jean","24064","Pierre Tremblay Green Party/Parti Vert","Saint-Jean-sur-Richelieu, Que./Qc","/Homme d'affaires",1326,2.5,,
"Quebec/Québec","Saint-Lambert","24065","Sadia Groguhé NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Longueuil, Que./Qc","/Conseillère d'orientation",18705,42.6,      7352,  16.8
"Quebec/Québec","Saint-Lambert","24065","Josée Beaudin ** Bloc Québécois/Bloc Québécois","Beloeil, Que./Qc","/Parlementaire",11353,25.9,,
"Quebec/Québec","Saint-Lambert","24065","Roxane Stanners Liberal/Libéral","Montréal, Que./Qc","/Lawyer",8463,19.3,,
"Quebec/Québec","Saint-Lambert","24065","Qais Hamidi Conservative/Conservateur","Brossard, Que./Qc","/Homme d'affaires",4396,10,,
"Quebec/Québec","Saint-Lambert","24065","Carmen Budilean Green Party/Parti Vert","Longueuil, Que./Qc","/Étudiante UQAM",944,2.2,,
"Quebec/Québec","Saint-Laurent--Cartierville","24066","Stéphane Dion ** Liberal/Libéral","Montréal, Que./Qc","/Parlementaire",17726,43.4,      5778,  14.2
"Quebec/Québec","Saint-Laurent--Cartierville","24066","Maria Ximena Florez NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Laurent, Que./Qc","/Directrice - organisme communautaire",11948,29.3,,
"Quebec/Québec","Saint-Laurent--Cartierville","24066","Svetlana Litvin Conservative/Conservateur","Montréal, Que./Qc","/Ingénieur",7124,17.5,,
"Quebec/Québec","Saint-Laurent--Cartierville","24066","William Fayad Bloc Québécois/Bloc Québécois","Saint-Laurent, Que./Qc","/Enseignant retraité",2981,7.3,,
"Quebec/Québec","Saint-Laurent--Cartierville","24066","Tim Landry Green Party/Parti Vert","Saint-Laurent, Que./Qc","/Conseiller en sécurité financière",857,2.1,,
"Quebec/Québec","Saint-Laurent--Cartierville","24066","Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Enseignant",176,.4,,
"Quebec/Québec","Saint-Léonard--Saint-Michel","24067","Massimo Pacetti ** Liberal/Libéral","Saint-Léonard, Que./Qc","/Parlementaire",15340,42.3,      3620,  10.0
"Quebec/Québec","Saint-Léonard--Saint-Michel","24067","Roberta Peressini NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Traductrice",11720,32.3,,
"Quebec/Québec","Saint-Léonard--Saint-Michel","24067","Riccardo De Ioris Conservative/Conservateur","Montréal, Que./Qc","/Student",4991,13.8,,
"Quebec/Québec","Saint-Léonard--Saint-Michel","24067","Alain Bernier Bloc Québécois/Bloc Québécois","Longueuil, Que./Qc","/Intervenant communautaire",3396,9.4,,
"Quebec/Québec","Saint-Léonard--Saint-Michel","24067","Michael Di Pardo Green Party/Parti Vert","Montréal, Que./Qc","/Consultant",657,1.8,,
"Quebec/Québec","Saint-Léonard--Saint-Michel","24067","Garnet Colly Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Agent de bord",162,.4,,
"Quebec/Québec","Saint-Maurice--Champlain","24068","Lise St-Denis NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Retraitée",18628,39.1,      4667,   9.8
"Quebec/Québec","Saint-Maurice--Champlain","24068","Jean-Yves Laforest ** Bloc Québécois/Bloc Québécois","Shawinigan, Que./Qc","/Éducateur physique",13961,29.3,,
"Quebec/Québec","Saint-Maurice--Champlain","24068","Jacques Grenier Conservative/Conservateur","Grand-Mère, Que./Qc","Retraité/",8447,17.7,,
"Quebec/Québec","Saint-Maurice--Champlain","24068","Yves Tousignant Liberal/Libéral","La Tuque, Que./Qc","Gestionnaire/",5670,11.9,,
"Quebec/Québec","Saint-Maurice--Champlain","24068","Pierre Audette Green Party/Parti Vert","Clova, Que./Qc","/Retraité",972,2,,
"Quebec/Québec","Shefford","24069","Réjean Genest NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Granby, Que./Qc","/Jardinier",27575,51.1,     14960,  27.7
"Quebec/Québec","Shefford","24069","Robert Vincent ** Bloc Québécois/Bloc Québécois","Granby, Que./Qc","/Parlementaire",12615,23.4,,
"Quebec/Québec","Shefford","24069","Mélisa Leclerc Conservative/Conservateur","Gatineau, Que./Qc","/Directrice adjointe des communications",7908,14.7,,
"Quebec/Québec","Shefford","24069","Bernard Demers Liberal/Libéral","Montréal, Que./Qc","/Administrateur",4855,9,,
"Quebec/Québec","Shefford","24069","Patrick Daoust Green Party/Parti Vert","Montréal, Que./Qc","/Président Innium Technologies Inc.",1022,1.9,,
"Quebec/Québec","Sherbrooke","24070","Pierre-Luc Dusseault NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sherbrooke, Que./Qc","/Étudiante",22415,43.1,      3750,   7.2
"Quebec/Québec","Sherbrooke","24070","Serge Cardin ** Bloc Québécois/Bloc Québécois","Sherbrooke, Que./Qc","/Parlementaire",18665,35.9,,
"Quebec/Québec","Sherbrooke","24070","Éric Deslauriers Liberal/Libéral","Sherbrooke, Que./Qc","/Coordonnateur administratif",5020,9.7,,
"Quebec/Québec","Sherbrooke","24070","Pierre Harvey Conservative/Conservateur","Sherbrooke, Que./Qc","/Conseiller, commerce et relations internationales",4784,9.2,,
"Quebec/Québec","Sherbrooke","24070","Jacques Laberge Green Party/Parti Vert","Roxton Falls, Que./Qc","/Commerçant",894,1.7,,
"Quebec/Québec","Sherbrooke","24070","Crédible Berlingot Landry Rhinoceros/Rhinocéros","Sherbrooke, Que./Qc","/Chansonnier conspirationniste",233,.4,,
"Quebec/Québec","Terrebonne--Blainville","24071","Charmaine Borg NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Verdun, Que./Qc","Étudiante/",28260,49.3,     10597,  18.5
"Quebec/Québec","Terrebonne--Blainville","24071","Diane Bourgeois ** Bloc Québécois/Bloc Québécois","Terrebonne, Que./Qc","Parlementaire/",17663,30.8,,
"Quebec/Québec","Terrebonne--Blainville","24071","Jean-Philippe Payment Conservative/Conservateur","Richelieu, Que./Qc","/Entrepreneur",5236,9.1,,
"Quebec/Québec","Terrebonne--Blainville","24071","Robert Frégeau Liberal/Libéral","Boisbriand, Que./Qc","/Notaire",4893,8.5,,
"Quebec/Québec","Terrebonne--Blainville","24071","Michel Paulette Green Party/Parti Vert","Terrebonne, Que./Qc","/Entrepreneur",1219,2.1,,
"Quebec/Québec","Trois-Rivières","24072","Robert Aubin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Trois-Rivières, Que./Qc","Enseignant/",26981,53.6,     14994,  29.8
"Quebec/Québec","Trois-Rivières","24072","Paule Brunelle ** Bloc Québécois/Bloc Québécois","Champlain, Que./Qc","/Parlementaire",11987,23.8,,
"Quebec/Québec","Trois-Rivières","24072","Pierre Lacroix Conservative/Conservateur","Trois-Rivières, Que./Qc","Directeur des ventes/",6205,12.3,,
"Quebec/Québec","Trois-Rivières","24072","Patrice Mangin Liberal/Libéral","Trois-Rivières, Que./Qc","Professeur/",3617,7.2,,
"Quebec/Québec","Trois-Rivières","24072","Louis Lacroix Green Party/Parti Vert","Trois-Rivières, Que./Qc","Étudiant/",972,1.9,,
"Quebec/Québec","Trois-Rivières","24072","Marc-André Fortin Independent/Indépendant","Saint-Cyrille-de-Wendover, Que./Qc","Conteur/",346,.7,,
"Quebec/Québec","Trois-Rivières","24072","Francis Arsenault Rhinoceros/Rhinocéros","Saint-Stanislas, Que./Qc","/Technicien et artiste audio",256,.5,,
"Quebec/Québec","Vaudreuil-Soulanges","24073","Jamie Nicholls NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Lazare, Que./Qc","/Architecte paysagiste",30177,43.6,     12396,  17.9
"Quebec/Québec","Vaudreuil-Soulanges","24073","Meili Faille ** Bloc Québécois/Bloc Québécois","Rigaud, Que./Qc","/Parlementaire",17781,25.7,,
"Quebec/Québec","Vaudreuil-Soulanges","24073","Marc Boudreau Conservative/Conservateur","Terrebonne, Que./Qc","Avocat/",11360,16.4,,
"Quebec/Québec","Vaudreuil-Soulanges","24073","Lyne Pelchat Liberal/Libéral","Saint-Lazare, Que./Qc","/Coach en planification stratégique",8023,11.6,,
"Quebec/Québec","Vaudreuil-Soulanges","24073","Jean-Yves Massenet Green Party/Parti Vert","Hudson, Que./Qc","Développement des affaires dans les TI/",1864,2.7,,
"Quebec/Québec","Verchères--Les Patriotes","24074","Sana Hassainia NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Chargée de projet",24514,43.3,      3921,   6.9
"Quebec/Québec","Verchères--Les Patriotes","24074","Luc Malo ** Bloc Québécois/Bloc Québécois","Sainte-Julie, Que./Qc","Parlementaire/",20593,36.4,,
"Quebec/Québec","Verchères--Les Patriotes","24074","Pier-Luc Therrien-Péloquin Liberal/Libéral","Montréal, Que./Qc","/Étudiante",5352,9.5,,
"Quebec/Québec","Verchères--Les Patriotes","24074","Rodrigo Alfaro Conservative/Conservateur","Sainte-Julie, Que./Qc","Gestionnaire/",4884,8.6,,
"Quebec/Québec","Verchères--Les Patriotes","24074","Thomas Lapierre Green Party/Parti Vert","Westmount, Que./Qc","Auteur/",1259,2.2,,
"Quebec/Québec","Westmount--Ville-Marie","24075","Marc Garneau ** Liberal/Libéral","Westmount, Que./Qc","/Parlementaire",15346,37.2,       642,   1.6
"Quebec/Québec","Westmount--Ville-Marie","24075","Joanne Corbeil NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Kirkland, Que./Qc","/Adjointe administrative",14704,35.6,,
"Quebec/Québec","Westmount--Ville-Marie","24075","Neil Drabkin Conservative/Conservateur","Ottawa, Ont.","/Chief of Staff",7218,17.5,,
"Quebec/Québec","Westmount--Ville-Marie","24075","Véronique Roy Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Enseignante",2278,5.5,,
"Quebec/Québec","Westmount--Ville-Marie","24075","Andrew Carkner Green Party/Parti Vert","Verdun, Que./Qc","/Engineer",1516,3.7,,
"Quebec/Québec","Westmount--Ville-Marie","24075","Victoria Haliburton Rhinoceros/Rhinocéros","Westmount, Que./Qc","/Teacher/Tutor",140,.3,,
"Quebec/Québec","Westmount--Ville-Marie","24075","Bill Sloan Communist/Communiste","Montréal, Que./Qc","/Avocat",73,.2,,
"Ontario","Ajax--Pickering","35001","Chris Alexander Conservative/Conservateur","Ajax, Ont.","/Diplomat",24797,44.1,      3228,   5.7
"Ontario","Ajax--Pickering","35001","Mark Holland ** Liberal/Libéral","Pickering, Ont.","Parliamentarian/",21569,38.3,,
"Ontario","Ajax--Pickering","35001","Jim Koppens NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ajax, Ont.","Meat Cutter/",8270,14.7,,
"Ontario","Ajax--Pickering","35001","Mike Harilaid Green Party/Parti Vert","Pickering, Ont.","Business Person/",1561,2.8,,
"Ontario","Ajax--Pickering","35001","Bob Kesic United Party/Parti Uni","Ajax, Ont.","Sales Manager/",71,.1,,
"Ontario","Algoma--Manitoulin--Kapuskasing","35002","Carol Hughes ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hanmer, Ont.","Parliamentarian/",18747,51.7,      7756,  21.4
"Ontario","Algoma--Manitoulin--Kapuskasing","35002","Ray Sturgeon Conservative/Conservateur","Thessalon, Ont.","Consultant/",10991,30.3,,
"Ontario","Algoma--Manitoulin--Kapuskasing","35002","François Cloutier Liberal/Libéral","Moonbeam, Ont.","Interpreter/",5374,14.8,,
"Ontario","Algoma--Manitoulin--Kapuskasing","35002","Lorraine A. Rekmans Green Party/Parti Vert","Osgoode, Ont.","Journalist/",1130,3.1,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","35003","David Sweet ** Conservative/Conservateur","Ancaster, Ont.","Parliamentarian/",30240,51.3,     15646,  26.5
"Ontario","Ancaster--Dundas--Flamborough--Westdale","35003","Dave Braden Liberal/Libéral","Puslinch, Ont.","Home Builder/",14594,24.7,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","35003","Nancy MacBain NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hamilton, Ont.","Staff Rep/",10956,18.6,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","35003","Peter Michael Ormond Green Party/Parti Vert","Hamilton, Ont.","/Engineer, Environmental",2963,5,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","35003","Anthony Giles Libertarian/Libertarien","Hamilton, Ont.","Financial Services Industry/",170,.3,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","35003","Jamilé Ghaddar Marxist-Leninist/Marxiste-Léniniste","Hamilton, Ont.","Social Worker/",77,.1,,
"Ontario","Barrie","35004","Patrick Brown ** Conservative/Conservateur","Barrie, Ont.","Parliamentarian/",32121,56.7,     20279,  35.8
"Ontario","Barrie","35004","Myrna Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Barrie, Ont.","Teacher - SCDSB, OCT/",11842,20.9,,
"Ontario","Barrie","35004","Colin Wilson Liberal/Libéral","Barrie, Ont.","Buisness Advisor/",9113,16.1,,
"Ontario","Barrie","35004","Erich Jacoby-Hawkins Green Party/Parti Vert","Barrie, Ont.","Educator/",3266,5.8,,
"Ontario","Barrie","35004","Darren Roskam Libertarian/Libertarien","Barrie, Ont.","Graphic Designer/Writer/",150,.3,,
"Ontario","Barrie","35004","Christine Nugent Marxist-Leninist/Marxiste-Léniniste","Elmvale, Ont.","College Instructor/Bell Retiree/",82,.1,,
"Ontario","Barrie","35004","Jeff Sakula CAP/PAC","Barrie, Ont.","Retired/",77,.1,,
"Ontario","Beaches--East York","35005","Matthew Kellway NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Policy Analyst/",20265,41.6,      5298,  10.9
